,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
11,4.958849932166531,4.008144837801609,4.9757677636559166,3.5698502839423325,4.604332669901817,4.333088280800501,2.7020228512429014,4.419423343644158,4.314046816468983,4.532159784836019,3.7020790356472038,4.156897587132713,4.455108156791923,4.969883684606488,3.3096663623401437,4.01838731112751,2.800930662613264,3.3772043340126983,4.021456800784178,4.074113785812706,4.566503690318583,4.125653975412853,3.2105884486410643,4.328468149606854,4.397703146908302,4.057817291807736,4.187684263196775,4.18040300981367,3.7782870156503536,2.993158515524478,3.223928590049047,3.133116474364631,4.995017827795102,3.013171089250509
12,4.989612978865816,4.648767062204846,4.982029370064076,3.9985716869926686,4.919422599486831,4.876836487412644,3.507236052277063,4.9819088317680436,4.768225755586318,4.759883172012099,3.3323020026576984,4.022874590230818,5.238411749975471,3.0268040670475096,4.975817520674763,4.02115600647137,3.360307131359672,2.832953737043049,4.95729744024495,4.920477503488766,4.3491979417219815,4.394212851610254,4.97437930626916,4.725841030502491,4.003436094715687,4.302533698332828,4.388782906209141,4.145686506680346,4.67591836955917,5.200686411019384,1.975870135678382,4.638552057545406,4.225965550974586,4.20346786555584
13,4.001981355228541,4.331435198432118,4.173552551823355,3.7703897971457563,4.860551938693594,4.101361158559593,4.92760899395735,4.055892522888307,4.536733985037596,4.940475253713389,3.551051329141725,3.531730961963777,4.001206145957641,2.979861868315745,3.973576174082183,3.404677350263006,1.7734715764966555,2.747824710336107,2.7878943135293155,4.139157295118094,4.894947888052684,4.007962232638214,3.010227782975977,5.362657225606814,3.29823556032019,3.9717074575292766,4.672196952916273,3.9723209865498985,2.0504683041539296,4.13257180743661,0.795016495623636,3.931972067227272,3.9672085193632007,4.209048376067596
14,4.976513234806397,4.032889453433342,4.991717261373037,3.803745122827165,4.986227729335895,4.557301663867187,3.661129438555374,4.614287354870613,4.534555779848452,4.6522187968118685,3.63869200932346,4.149751913607702,4.984333135319254,4.417318575474146,3.733966455249921,4.383394941066796,2.5340955501647766,3.0293751791062493,4.191561951937993,3.974170785900266,4.785599087720176,4.521264368303503,3.7944474246970756,4.970673856417664,4.244315555817971,4.12063329055681,3.956175936419653,4.28649026892866,3.8372544074472494,3.4464792412597127,2.647072391398515,4.006291549799074,5.198194109818121,4.497476885766712
15,4.97487378296713,4.7623568836347765,5.00568697456796,4.96996177178109,4.969135858095079,4.877327443777049,3.571063368446209,5.043806376124234,4.910286772990518,4.858081118184895,4.332858372358417,3.7635960224162037,4.995056742130676,4.008341334228044,3.5270250304419846,4.313255723091337,3.2132108444641356,3.5142882850681403,4.464703982947536,3.6986116156263313,4.251684478756851,4.349250385120799,3.5359716086899367,4.660920060231284,4.049970505553009,4.707646519329722,4.124842806928101,4.979863119080156,3.323521702723819,3.3873593532245714,1.8519408401600874,3.582507454568316,4.100780876217371,4.5723655447774805
16,4.008169845069659,3.8349061509711184,3.991950232655567,2.9034571292867124,4.557983114079321,4.235679408280001,3.1228984954452788,4.0030059364707435,3.9068653627720833,4.444284206881578,2.7651020359610854,3.653026926184116,4.028347321279576,3.5740226144696896,3.967635884544071,3.6734205066637244,3.1107473716145493,2.9778668892477995,3.8573929410559353,4.582341598500445,4.508292038533379,4.3284812221593025,3.8244950225919996,4.199862598434097,3.4317636041104027,3.3738899882295117,3.898108036735761,3.1635791205389285,3.877660303990992,4.974832887781174,3.6818049399849326,4.98331554807605,4.980411089583129,3.9979938514363815
17,3.998191545463252,3.9974379732404737,4.028479816544797,3.547720685649433,4.920815228275777,4.149977848729728,2.8859859593094805,4.14103417423596,4.099277976156503,4.515216031848176,3.045576705149158,3.504132073973011,3.9887394071657187,3.5171216150645113,3.710253262638762,3.497174574225647,2.3547491248635417,3.94835132969048,3.2750095972541,3.407830438763127,4.710701530036723,3.8277040996917617,2.4662043619518115,4.016951769012968,4.038995144470082,3.878160644096611,3.7364962788319818,3.7160052928227243,3.181554410525248,4.1937229214656355,2.6374603230836255,3.3169265241361208,4.200267932662833,3.9643590657137677
18,4.98554443633978,4.494848359676637,4.986376586220203,3.7612872971230225,4.958016046142787,4.589516978482106,2.921370939031331,4.72880409762431,4.6477827066230475,4.69050465453522,3.9206911404149842,4.392014846744391,4.998532352874401,4.991839532499332,3.782522038189218,4.538957718693586,2.736780871952658,3.9070890878209976,4.379449884851446,3.6265274312161377,5.0029383321361225,4.259039748592174,3.5262232179777246,4.581339072737353,4.971184520609658,4.594718812055904,4.288543445376259,4.535408110047539,4.166661316610587,3.5292368679098307,3.09457465380687,3.507145853126609,4.689647570404129,4.276410444881728
19,4.922848738842434,4.989254958857437,4.486232953657762,3.893993227714434,5.344278133469524,5.016456485249822,3.362827938499831,4.8798550447408,4.970779437456378,5.176444622482704,3.593472922485369,4.65592713523036,4.875948744533217,4.299134865036262,4.977180713462657,4.015283137852196,2.835899179826006,5.116069822933655,3.802352380485708,4.365347870857773,5.000080324786872,4.965235666757549,3.0143631257967227,5.004559203401486,4.979553180679925,4.607374956905666,5.0182187680827,4.327428951236375,4.307534202378786,4.871904483441815,2.9883814018464006,3.8361643288293537,4.655114701876552,3.581037679181379
20,4.727102100537976,4.972084388828183,4.470865356989469,3.9894716988542873,4.989120219958499,4.78007308981604,3.89824933701024,4.676573835964841,4.695305331659647,4.982480342409967,4.016387227674856,4.0739638840332235,4.93892488239907,4.016289760533416,4.069707807592105,4.3188728191969785,2.6419107048196766,3.5295435792378393,4.2565285592691575,4.582591887947828,5.185681914550716,4.61802441771429,3.9967410314468683,4.976683826654722,4.1327532925557104,4.539147783533307,4.409733495799643,4.325195960679251,3.3546827041420526,4.646322524048559,2.9908447708930783,4.732216562692199,4.002258852659825,4.990897440004269
21,3.0894728328489625,3.966535689165937,3.1647573075485376,3.2418789076513805,3.0095747902045282,2.925343031779478,2.415557529431857,3.0215990326935307,3.4542390905650247,3.4961433553873595,3.96128812427653,2.6839173386988655,3.007912767857145,3.264602470229357,1.655178319006603,3.1942636947821907,1.3470292979243261,2.5673211402548044,2.4258711935324144,1.9998272546312585,3.002989658868648,2.2810354366065138,1.858776185874916,3.0107196126144413,2.909616458144665,3.9645642682437128,3.1580119822533836,3.992101618542364,1.0058432055882285,2.243764819945381,1.042460689410979,1.0085398624197068,1.2448076048844503,3.0260214867001274
22,4.383849042152031,4.009773000242795,3.8009365909420767,3.3109036669287493,4.377617720863621,4.167880761426235,3.983960491750134,4.037128397896011,3.999330190956005,4.348417198269067,3.459610010766357,3.8046974598475254,4.070275151393623,3.8583650610522433,3.3350820328615676,4.111797164937496,2.0777024251856933,2.8976659370723783,3.0037331396686677,3.9106849203384626,4.462438025915379,4.968291671661669,3.403111385632802,4.975368004138418,3.4061848425499797,3.610267328857331,3.888482461362244,3.682610888400476,3.142995376428182,3.3461642362321813,2.3616818708391376,4.636830838414981,4.571919522070254,3.86000864809237
23,3.7767004728461098,3.9854034792380855,3.7704404239768925,2.795416877213313,3.7520593101462314,4.151900706896378,2.0088875657459178,3.7771314426029523,3.764959620918255,3.7609784996102866,3.4402048501007996,3.9615086870229894,4.844153615946351,4.98477719441817,3.0959335805570096,4.069245051370843,2.8311579701320744,3.8905739212740835,4.336177643598927,4.239357434106922,4.464563318584933,3.911410039639101,3.6557764028517847,3.4292221802750404,3.9973724056225346,3.8693887284300477,3.2182675756342913,3.748431991744438,3.9853543507416145,3.628361480794247,4.978023461634344,4.003838117592641,3.015289268099964,4.986624045311183
24,4.976135526050299,4.996302678357766,4.97923323822866,3.698150480365425,4.990053217629708,4.998335371506857,3.587421159078379,4.972582711404982,4.896787242433645,5.009349790286725,3.7004419722027926,4.520891715397129,5.341299433226546,4.154382254876224,4.9777319511053815,4.396589135294235,3.4218951041009555,3.4953504465767202,4.853694412483342,5.297395788860376,5.196793298836372,4.735773635584575,4.969590240405606,5.0030088932928125,4.487178250560726,4.5519096477783485,4.977680052968314,4.278854819004115,4.9050210776317575,5.222628335069675,2.9823766894859904,5.190382302512571,4.363466706906973,4.469058131853702
25,4.417985027776443,4.974667482459425,4.019650110325633,3.6243779867997596,4.750325691804138,4.365647584366912,3.9176747385363075,4.315582802561034,4.493764914397733,4.982795754909695,3.9168689105768335,3.972132328503556,4.006704697056711,3.899134160141124,3.9369663696773283,3.8743205347441068,2.2641958127045703,3.721155751255609,3.142418837269984,4.237618332854742,5.142564311434333,4.475592454564078,3.11297032210238,4.976623001617748,4.041730856749323,4.351519459800587,4.979606065030544,4.0297595524642915,2.8277363329285583,4.338242775393832,2.2408385149456436,4.219755591931137,3.8738690344160056,3.516380589945528
26,4.945392088599182,4.996186409389212,4.69464682567138,4.147659002169925,4.998349543028707,4.991288188990544,3.585940078500255,4.980162390884121,4.816528341861546,5.014587072331587,4.0239054138595565,4.295806650728117,4.933167205431697,4.527497283496854,4.2914662890296285,4.359304945467006,3.2527175523906626,4.085647896533915,4.181082602374808,4.502846561249455,5.1361198169604165,4.982852268634547,3.815507125816047,5.001141614963485,4.481682916769927,4.535271448324131,4.9684741117035784,4.394313778566852,4.157135410351442,4.147729420788571,2.859429546997031,4.872369144797827,4.580553716498261,4.001617412618162
27,4.930022019100993,5.011966300744749,5.081334870407008,4.598025679471207,4.986808683274696,4.723375876957299,3.9267073046651166,4.829411216329911,4.912783457090983,5.114069219122323,4.939978564822018,4.065573974145131,4.921744486344869,5.044977543423312,3.0058518451295217,4.865987889187129,2.6338694764556516,3.4039487462398226,4.077957630885883,3.741543857554838,5.17910370150704,4.394183103809805,3.5608600158880415,4.994040990836513,4.282271153911237,4.994080158053544,4.469206968518068,5.173629028075895,2.865062419384823,3.210972654083241,2.462927932219176,3.779313719482673,4.136424934917244,5.001022948641776
28,4.945130691151533,5.001762028792519,5.158044195973317,4.185587166729003,5.271445439420428,4.8078490864178605,3.543240876448621,4.945461302556957,5.094110618727676,5.197473599502423,4.311207406971557,4.51444126219398,4.978437387844123,4.998180881913431,4.07923232230201,4.569542135666137,2.9857799495096238,4.26353208981146,4.185944701784461,3.967376926222304,5.341362835452039,4.3816167652153934,3.4833678377483186,4.9956464585629,4.979453060287522,4.982962289712731,4.979457708265973,4.9765771194792965,3.9730575571081856,3.9310967207530627,2.5120161570123902,3.637974482252451,4.483251053683895,4.48006192220962
29,4.992492451823793,4.976991586073797,4.7939023616042595,3.993617447291655,4.994365601714414,4.783124828540481,3.6180412586393245,4.81506867036231,4.769616435586673,4.972643129876467,4.425055146442823,4.398932720712473,4.9999073049841005,4.992630541848075,3.6224492034448263,4.977310027732721,2.760881180523811,3.723863711126445,4.220497433564201,3.958836056146557,5.254067548250191,4.815206762840814,3.9679046052553257,4.993242369576078,4.592981173987823,4.80448708923742,4.467495754038704,4.746481811719903,3.8442932373597207,3.8920922642212337,3.103200150354067,4.423668975406494,4.458457850180933,4.8815243387988145
30,3.9699777767238964,3.907495574205579,4.9748102271152055,4.1225414088312275,4.98170122310527,3.699218056816954,3.2754071346608304,4.051107151527569,4.555566148311197,4.9672448692057465,3.8696691499872378,3.3946807564892856,3.0468760667543258,3.9938495394520044,2.510679184984185,3.699625491344877,3.1208325405492943,3.1319050950323435,3.009623142802983,3.0424885171603626,4.004750316113908,3.0080041382792944,2.2246983018009274,4.002596318525646,3.5534901124256826,4.302147554220146,4.009870030029222,4.956211326294116,2.4398891691657756,3.2706051931147866,0.9860967886795153,1.464548459371421,4.395103050924371,3.702932120471471
31,4.5283752053527815,4.582411401295327,5.0008711791632106,4.306133621724854,4.939066509547303,4.6676208202134655,3.4798770320735866,4.76396459491994,4.958246119696035,4.8264576993091985,4.0272057555343315,4.111979691528543,4.970853593457842,4.309594662407439,3.8793986979295925,4.3629890775813545,3.3555223341954763,3.7815049845292488,4.3552713197671675,3.826667938406499,4.411351455480308,4.100731552570138,3.716192980147394,4.606368354467485,4.259599604274073,4.69809790656625,4.292656334427181,4.988421441178662,3.991206161691721,3.8717632244924163,2.004823783025373,3.419063918697572,4.001984558909652,4.992709020690875
32,4.526527065739646,4.3039412636304,4.978179995317909,4.958310212010951,4.684577532747658,4.796856760191076,2.986115426321758,4.903037790104168,4.643791766504523,4.5292366713998415,4.047960438649797,3.4026214702847204,4.989547216413831,4.0740336066670455,3.2499335505483087,3.997084059253583,3.6810982918288353,3.514740326482716,4.595255336409161,3.695612942344543,4.001027557454654,3.985493581051178,3.390581925441312,4.022855395663523,3.73907666051823,4.360048999344066,3.767743530219695,4.754919818027272,3.5089136117883464,3.0609285444412064,2.2707043292102815,3.591296031761097,3.9720553901645133,4.613968430228937
33,4.9932950776547065,5.019181776957677,5.001685777426676,4.6194206737129715,5.387245657978122,4.986245403580527,4.94883965121612,4.983507050822956,5.102517320782259,5.422564008284217,4.447713923642934,4.114633200454578,5.00012474001225,4.215130553491589,3.966485011657855,4.56309462208449,2.7386203283530475,3.2030301652339865,4.002712774728082,4.628411856236645,5.442325351129037,4.993225941054964,4.000449480380115,5.767012656631362,3.951744400970405,4.677940133396355,4.876056358978289,4.811430995707171,3.043578890359267,4.095503352955115,1.9846447848109503,5.019886619054977,4.760572503186555,5.197088503795674
34,4.343255743218582,4.5007973554304845,4.9997778946718965,4.757171288709232,4.700830881323444,4.830202304636645,4.042495035596626,4.628113716446888,4.957025750223319,4.979452486982748,4.246576651882249,3.6925384693629466,4.9746947422510335,3.835171039352616,3.533118848535688,3.9998434948182484,3.6179963886612683,3.0206862295476706,4.3645784050939085,4.836031386588401,3.858195031522382,4.165160514037008,3.935587714230752,4.617238909902634,3.0520691615196327,4.423632517174421,4.090421947664518,4.98224833426896,3.0880652165746563,4.140561811435984,2.1661648104222078,3.6853313161687025,3.7420692480466395,5.077108350334141
35,4.906007176302604,4.621958766736496,4.996404639226057,3.303375016263215,5.102129404472887,4.544661976163754,2.8057983557543364,4.437186288223245,4.912462714707753,4.9989973954905516,4.005848398510066,4.984556713633916,4.997691058181765,4.988534255927994,4.0285015992505375,4.961112624243947,2.448274923336119,4.210719533936625,4.093898252078088,3.593807119786951,4.301939678200259,4.230378418043649,3.582468782073031,4.484548915959728,4.995653005098093,4.990292292436303,4.008031229786386,5.0037001043983915,4.473006839142675,4.977331590494889,3.406870834942347,2.0256072673139243,4.466431687962882,4.433984913351783
36,4.613464328623302,3.998605042824028,4.97800878476729,3.697088832122207,4.358269051822843,3.9981494304459537,4.287781659186643,4.334076019394234,4.274839550131933,4.328028593894245,3.8751196845062057,3.5054765580482474,4.600210861973058,3.5798613840714113,3.1116719912308506,4.491855994464384,2.4368978653448283,1.0223685872569597,4.2496726406345715,3.9352010004371176,4.561777952156242,3.8882925424172745,4.97787640777213,4.966997745260133,3.2702465068237783,4.013615418029907,3.8196998653579985,4.280699698628018,3.2366935770349103,3.119312349183546,1.0099208388406429,4.566548499980256,4.200670927165488,4.992861204829167
37,4.997633062897938,5.118190718154624,5.00316684963007,4.70735672061173,4.891932910465563,4.850442687192036,3.7807049275565374,4.9794932900847835,4.874149594111241,4.9972506111445485,4.952187778094255,4.007061028956252,5.070563847311589,4.971003417749024,3.0632271693364985,4.989224443244366,2.8955362822515722,3.413204345362821,4.347827291224615,3.7003398368218066,5.083387801344861,4.571986984702782,3.847743691886651,4.906402123322991,4.282543104070076,5.000545529640068,4.410551330574109,5.125153337953162,3.1605642167541195,3.2103399092782006,2.5585466530136225,4.241960682517383,4.055881691407463,5.092757850847231
38,4.176830696737938,3.7395590859642036,4.952520642219921,3.656056346562868,4.9650634289656095,4.003788267363633,2.9319894684116825,4.246756706737975,4.216309934421626,4.634507509099434,3.2574583082511883,3.4514584226477134,4.007952558903451,3.9738174389389975,3.3648979937264345,3.5691381867461986,2.7401489976423736,3.0110327145685596,3.6824548266834154,3.7465225091907444,4.992519163085135,3.2633329546909366,2.9984845969489773,4.01309048833591,4.001259450349613,3.9178430388987797,3.9798929272683554,4.013982009895405,3.2987449431975318,3.6347321140742985,2.2210535095627706,3.11121865422864,4.640878122255069,3.8867555524025517
39,4.813912449308125,4.947316714598957,5.008328503233515,4.276434342817984,5.243835900413537,4.759654971307201,3.125703046138444,4.9666603037341925,4.990327846414189,4.996320090067804,4.01969841277613,4.223779955795742,5.002961810373089,4.343401371526754,4.258861528983081,4.3105486872410514,2.975837213673449,4.3106642414075065,4.38189077858426,3.579022178911052,5.007299665572648,4.010762998516068,3.3790329867150386,4.574235010376059,4.986535840823613,4.956024280824501,4.637794176205806,4.819967955287806,4.001172347562511,4.215116735089749,2.250908521277604,3.29969290959958,4.0727100593753764,4.486631854862438
40,4.973612275679513,4.574705688042819,5.198536133175608,4.976846171561437,4.424177374162053,4.645961772136566,3.986599718505402,4.964063295078289,4.496222208349323,4.497737211182371,4.993892341965294,3.3433117588896897,5.014163110780792,4.712896118462749,2.0499558995090257,5.213533332462998,3.538698863430116,1.7252390523378653,4.999842959717763,3.8611222594062395,4.6685317844733785,4.5129753590148916,4.960847190045787,4.717293068828963,3.278100683004002,4.521729534913341,3.572960665797973,5.091301318639159,3.066861166113192,2.1303579486263446,2.199393686097966,5.316873964189903,4.122231021489002,5.972247504058552
41,4.591976990143577,4.5862128414140635,4.799402021565977,4.962747090361173,4.992638430973205,4.982171419037895,3.305097227088202,4.976384364663621,4.9076141954511545,4.834079742336892,3.895877612317652,3.65270267663238,4.993451996683059,3.734378002051419,3.985822886976447,3.7691803810491407,3.5031075947975707,4.146259719389256,4.353639806192567,3.7922176779995955,4.008226695809955,4.219109984192134,3.0088016856790007,4.386643518221605,3.9830952242395155,4.4782223532073875,4.215740393099923,4.692998564472734,3.4578332919678054,3.809088188786056,2.105303848327377,3.4501876990251388,4.124645001242884,4.299971470317804
42,4.029351326373513,4.347606916198975,4.17919018800666,3.990024563145484,5.008705702991641,4.341332590121125,2.911582256520555,4.456107475162442,4.463265691424188,4.644215157201647,3.4496346966187614,3.762369318511893,4.127985954225559,4.181677914300296,3.8336980197806687,3.6059295576069594,2.6345967688399297,4.958832824186701,3.0347265008025497,3.0031338599380257,4.9825837116836995,3.9860745430708278,1.930408059704825,4.227356192950628,4.62004259628033,4.287726784746919,4.441416161901574,4.230980848998108,3.4796504671252766,3.3874226152070124,2.0136496003671884,3.0994956782942187,3.9910471880427494,3.7321294782837526
43,4.2844759969724935,4.271637084254812,4.283995397284533,3.428056168829528,4.009921407586711,4.328513215056991,2.8911365506127327,4.18269569212737,4.103019040482275,4.118565579970595,3.977956324043178,3.9143152909811554,4.9719971407335875,4.978445261872924,3.1503879921111975,4.222768010946032,2.4603022806337287,3.3642719737856446,4.099706437442126,3.914945538859075,4.7948754861969265,4.094963386723236,3.5933643400516964,4.212236095745971,4.100916645768207,4.1248747613261125,3.9854583932615113,4.016513349582738,3.449056119295366,2.9504265731157644,3.6079823000584725,4.173026320575042,3.592628279779869,4.393469892990564
44,4.228547287618701,4.119823091003986,4.108613001994634,3.6799748587342065,4.9790087203977205,3.991168516062965,3.995529762112555,4.073021952771049,4.300413298975365,4.755082141922275,3.5771210013346106,3.6540161386324583,3.74556849211094,3.851571310100836,3.367306189104228,3.680883707218882,1.5759261904940736,3.582188699607651,2.5319710586848645,3.003719657359073,4.997047327914366,4.071957959585096,2.025230298227692,4.950570963193254,4.044346627286119,4.013689789489193,4.313305568922377,3.9904500764470052,2.219432913851204,3.2056372525585233,1.5336374827232344,3.1573700474506827,4.590673524169889,3.6658160923562697
45,4.628391817357366,4.508375299437197,4.565132213792838,4.031670585340163,4.964700887995562,4.983064852909443,2.0336205597373613,4.949488299790307,4.660992895721439,4.571703286345295,3.064209375338457,4.136277141130024,5.081922391911076,3.8937097492971926,4.965431987301156,3.565777355848212,3.61619261130161,5.1311025502544325,4.5127082646381425,3.9114482041107665,4.2115538606274665,4.235214782509919,3.017246426975217,3.848523327470062,4.906932486539468,4.318857223378455,4.395686782224824,4.037996914841481,4.99781955591911,4.661521047408193,3.1739060434621686,3.3996833561379933,4.279319937800086,3.264758599847965
46,5.193118673588041,4.933179650953275,4.979171670937375,4.076919765670441,5.211081576487466,4.999274178959357,3.452810857393114,5.037751241334305,4.971906529527255,5.007703844208227,4.222464118022341,4.6694860071979765,5.301830550870219,5.067419938254626,4.104573979627499,4.9861426577620644,3.016792482326183,4.227116005232597,4.477730051490152,3.9139151054884445,5.108170562846942,4.986220560906595,3.9249273039002635,5.061768784773092,4.979653215695753,4.866136430066126,4.5365999007721545,4.843650633350762,4.480863841274399,4.010191787536186,3.152260813757574,4.252466050332041,4.8414570283808365,4.827495258679991
47,4.74961842651204,4.913629373342902,4.480800894687999,4.167604789125013,4.874642953222455,4.976641497766838,3.62173181850815,4.75611486433575,4.717018597361216,4.972899398378202,4.0675494501990865,4.184635341948336,4.996471058880716,4.30364591506613,4.023603823568383,4.298947358935072,2.992592038388974,3.985065614817496,4.048380081373416,4.8295313466868866,4.858189373387838,4.976728217883807,3.8017641219628553,4.8136944123635494,4.003644826780685,4.476097501769104,4.422885744087355,4.446998013954181,3.752014323363116,4.433625793595148,3.2268636582152936,4.572030920188169,4.012745501544341,4.431383394264548
48,4.608230798938973,4.447861043260867,4.48393801750895,3.704914068029,4.526271986784797,4.944211860215478,2.3816778886868755,4.672100755467332,4.519716997520784,4.450988506970265,3.4413542185974246,4.3499844360761255,5.273425401608057,4.452992417702499,4.362884258210016,4.096041443174865,3.605448921378547,4.435086377594558,4.6191501866630045,4.670108146892046,4.119399094908454,4.663661045180797,3.8841187979194127,4.01875374252327,4.318603804101294,4.226716830990277,4.0210020105974404,4.184797203510488,4.978279759593345,4.5222300363656185,3.991296973511876,4.00677280948643,4.009681282744293,4.004724120489277
